exp_seed,experiment,tree_sequence_seed,seq_len,rec_rate,mut_rate,pop_num_ind,pop_num_sites,population_value,obs_num_ind,intended_obs_num_sites,actual_obs_num_sites,num_observations,bt_sites_lower,bt_sites_within,bt_sites_above,jk_one_sites_lower,jk_one_sites_within,jk_one_sites_above,jk_mj_sites_lower,jk_mj_sites_within,jk_mj_sites_above,bt_ind_lower,bt_ind_within,bt_ind_above,jk_ind_lower,jk_ind_within,jk_ind_above
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,20,5000,5000,10,2,8,0,2,8,0,0,10,0,0,10,0,0,10,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,20,20000,20000,10,4,4,2,3,5,2,0,10,0,0,10,0,0,10,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,20,50000,50000,10,3,6,1,3,7,0,0,10,0,0,10,0,0,10,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,50,5000,5000,10,0,8,2,0,8,2,0,8,2,0,10,0,0,10,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,50,20000,20000,10,4,5,1,5,4,1,1,9,0,0,10,0,0,10,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,50,50000,50000,10,6,2,2,6,2,2,1,8,1,0,10,0,1,9,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,100,5000,5000,10,1,9,0,1,9,0,1,9,0,0,10,0,1,9,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,100,20000,20000,10,1,6,3,1,6,3,0,8,2,0,10,0,0,10,0
9,1,44556670,100000000.0,1e-08,1e-08,5000,143905,0.0049325666565767845,100,50000,50000,10,2,3,5,2,3,5,1,6,3,0,10,0,1,9,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,20,5000,5000,10,1,7,2,1,7,2,1,7,2,0,10,0,0,10,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,20,20000,20000,10,5,1,4,5,1,4,1,7,2,0,10,0,0,10,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,20,50000,50000,10,3,3,4,3,3,4,1,9,0,0,10,0,0,10,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,50,5000,5000,10,0,9,1,0,9,1,0,9,1,0,10,0,0,10,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,50,20000,20000,10,0,7,3,0,7,3,0,9,1,0,10,0,0,10,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,50,50000,50000,10,4,5,1,4,5,1,0,10,0,0,10,0,0,10,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,100,5000,5000,10,1,8,1,1,8,1,0,9,1,0,10,0,0,9,1
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,100,20000,20000,10,2,5,3,2,5,3,1,9,0,0,10,0,0,10,0
9,2,1565348188,100000000.0,1e-08,1e-08,5000,142949,0.0046647818719747595,100,50000,50000,10,4,4,2,5,3,2,0,10,0,0,10,0,0,10,0
