exp_seed,experiment,tree_sequence_seed,seq_len,rec_rate,mut_rate,pop_num_ind,pop_num_sites,population_value,obs_num_ind,intended_obs_num_sites,actual_obs_num_sites,num_observations,bt_sites_lower,bt_sites_within,bt_sites_above,jk_one_sites_lower,jk_one_sites_within,jk_one_sites_above,jk_mj_sites_lower,jk_mj_sites_within,jk_mj_sites_above,bt_ind_lower,bt_ind_within,bt_ind_above,jk_ind_lower,jk_ind_within,jk_ind_above
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,20,5000,5000,10,0,9,1,0,9,1,0,9,1,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,20,20000,20000,10,2,8,0,2,8,0,1,9,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,20,50000,50000,10,0,7,3,0,7,3,0,10,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,50,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,50,20000,20000,10,1,9,0,1,9,0,1,9,0,0,10,0,1,9,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,50,50000,50000,10,0,9,1,0,9,1,0,9,1,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,100,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,100,20000,20000,10,1,9,0,1,9,0,0,10,0,0,10,0,0,10,0
9,1,44556670,500000000.0,1e-08,1e-08,5000,717517,0.004780116825626338,100,50000,50000,10,1,6,3,1,6,3,1,9,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,20,5000,5000,10,0,8,2,0,8,2,0,9,1,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,20,20000,20000,10,1,8,1,1,8,1,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,20,50000,50000,10,4,5,1,3,6,1,1,8,1,0,10,0,0,9,1
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,50,5000,5000,10,0,9,1,0,9,1,0,9,1,0,10,0,0,9,1
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,50,20000,20000,10,1,9,0,1,9,0,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,50,50000,50000,10,1,8,1,1,8,1,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,100,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,100,20000,20000,10,0,9,1,0,9,1,0,10,0,0,10,0,0,10,0
9,2,1565348188,500000000.0,1e-08,1e-08,5000,718627,0.004784646012789776,100,50000,50000,10,1,8,1,1,8,1,1,9,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,5000,720989,0.004836408005247208,20,5000,5000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,5000,720989,0.004836408005247208,20,20000,20000,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,5000,720989,0.004836408005247208,20,50000,50000,10,1,8,1,1,8,1,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,5000,720989,0.004836408005247208,50,5000,5000,10,1,9,0,1,9,0,0,10,0,0,10,0,0,10,0
9,3,2155534974,500000000.0,1e-08,1e-08,5000,720989,0.004836408005247208,50,20000,20000,10,1,8,1,1,8,1,1,9,0,0,10,0,1,9,0
